Rank,Player,Year,Age,Draft,Team,League,Games Played,Games Started,Years,Pro-Bowl Selections,First-Team All-Pro Selections,Approximate Value
45,Jahri Evans,2014,31,4-108,NOR,NFL,16,16,1,1,0,12
46,Justin Forsett,2014,29,7-233,BAL,NFL,16,14,1,1,0,12
47,Matt Forte,2014,29,2-44,CHI,NFL,16,16,1,0,0,12
48,Travis Frederick,2014,23,1-31,DAL,NFL,16,16,1,1,0,12
49,Rob Gronkowski,2014,25,2-42,NWE,NFL,15,10,1,1,1,12
50,T.Y. Hilton,2014,25,3-92,IND,NFL,15,15,1,1,0,12
51,D'Qwell Jackson,2014,31,2-34,IND,NFL,16,16,1,1,0,12
52,Colin Kaepernick,2014,27,2-36,SFO,NFL,16,16,1,0,0,12
53,Eli Manning,2014,33,1-1,NYG,NFL,16,16,1,0,0,12
54,Clay Matthews,2014,28,1-26,GNB,NFL,16,16,1,1,0,12
55,Von Miller,2014,25,1-2,DEN,NFL,16,16,1,1,0,12
56,Cam Newton,2014,25,1-1,CAR,NFL,14,14,1,0,0,12
57,Jason Peters,2014,32,,PHI,NFL,16,16,1,1,0,12
58,Glover Quin,2014,28,4-112,DET,NFL,16,16,1,1,0,12
59,Robert Quinn,2014,24,1-14,STL,NFL,16,16,1,1,0,12
60,Philip Rivers,2014,33,1-4,SDG,NFL,16,16,1,0,0,12
61,Matthew Stafford,2014,26,1-1,DET,NFL,16,16,1,1,0,12
62,Earl Thomas,2014,25,1-14,SEA,NFL,16,16,1,1,1,12
63,Joe Thomas,2014,30,1-3,CLE,NFL,16,16,1,1,1,12
64,Lawrence Timmons,2014,28,1-15,PIT,NFL,16,16,1,1,0,12
65,Connor Barwin,2014,28,2-46,PHI,NFL,16,16,1,1,0,11
66,Odell Beckham,2014,22,1-12,NYG,NFL,12,11,1,1,0,11
67,Jamaal Charles,2014,28,3-73,KAN,NFL,15,15,1,1,0,11
68,Ryan Clady,2014,28,1-12,DEN,NFL,16,16,1,1,0,11
69,Jay Cutler,2014,31,1-11,CHI,NFL,15,15,1,0,0,11
70,Andy Dalton,2014,27,2-35,CIN,NFL,16,16,1,1,0,11
71,Aaron Donald,2014,23,1-13,STL,NFL,16,12,1,1,0,11
72,Tamba Hali,2014,31,1-20,KAN,NFL,16,16,1,1,0,11
73,Chris Harris,2014,25,,DEN,NFL,16,16,1,1,0,11
74,Brandon LaFell,2014,28,3-78,NWE,NFL,16,13,1,0,0,11
75,Kyle Long,2014,26,1-20,CHI,NFL,15,15,1,1,0,11
76,Lamar Miller,2014,23,4-97,MIA,NFL,16,16,1,0,0,11
77,Haloti Ngata,2014,30,1-12,BAL,NFL,12,12,1,0,0,11
78,Dontari Poe,2014,24,1-11,KAN,NFL,16,16,1,1,0,11
79,Golden Tate,2014,26,2-60,DET,NFL,16,16,1,1,0,11
80,Cameron Wake,2014,32,,MIA,NFL,16,16,1,1,0,11
81,Eric Weddle,2014,29,2-37,SDG,NFL,16,16,1,1,1,11
82,Kyle Williams,2014,31,5-134,BUF,NFL,15,15,1,1,0,11
83,C.J. Anderson,2014,23,,DEN,NFL,15,7,1,1,0,10
84,Geno Atkins,2014,26,4-120,CIN,NFL,16,16,1,1,0,10
85,David Bakhtiari,2014,23,4-109,GNB,NFL,16,16,1,0,0,10
86,Duane Brown,2014,29,1-26,HOU,NFL,16,16,1,1,0,10
87,Anthony Castonzo,2014,26,1-22,IND,NFL,16,16,1,0,0,10
88,Vontae Davis,2014,26,1-25,IND,NFL,15,15,1,1,0,10
89,Elvis Dumervil,2014,30,4-126,BAL,NFL,16,2,1,1,1,10
90,Arian Foster,2014,28,,HOU,NFL,13,13,1,1,0,10
91,Brent Grimes,2014,31,,MIA,NFL,16,16,1,1,0,10
92,Joe Haden,2014,25,1-7,CLE,NFL,15,15,1,1,0,10
93,Jeremy Hill,2014,22,2-55,CIN,NFL,16,8,1,0,0,10
94,DeAndre Hopkins,2014,22,1-27,HOU,NFL,16,16,1,0,0,10
95,Jerry Hughes,2014,26,1-31,BUF,NFL,16,16,1,0,0,10
96,T.J. Lang,2014,27,4-109,GNB,NFL,16,16,1,0,0,10
97,Corey Linsley,2014,23,5-161,GNB,NFL,16,16,1,0,0,10
98,Jeremy Maclin,2014,26,1-19,PHI,NFL,16,16,1,1,0,10
99,Gerald McCoy,2014,26,1-3,TAM,NFL,13,13,1,1,0,10
100,Rob Ninkovich,2014,30,5-135,NWE,NFL,16,16,1,0,0,10
101,Steve Smith,2014,35,3-74,BAL,NFL,16,16,1,0,0,10
102,Nate Solder,2014,26,1-17,NWE,NFL,16,16,1,0,0,10
103,DeMarcus Ware,2014,32,1-11,DEN,NFL,16,15,1,1,0,10
104,Mike Adams,2014,33,,IND,NFL,16,16,1,1,0,9
105,Ezekiel Ansah,2014,25,1-5,DET,NFL,16,16,1,0,0,9
106,Doug Baldwin,2014,26,,SEA,NFL,16,16,1,0,0,9
107,Michael Bennett,2014,29,,SEA,NFL,16,16,1,0,0,9
108,Antoine Bethea,2014,30,6-207,SFO,NFL,16,16,1,1,0,9
109,Teddy Bridgewater,2014,22,1-32,MIN,NFL,13,12,1,0,0,9
110,Justin Britt,2014,23,2-64,SEA,NFL,16,16,1,0,0,9
111,Desmond Bryant,2014,29,,CLE,NFL,15,15,1,0,0,9
112,Bryan Bulaga,2014,25,1-23,GNB,NFL,15,15,1,0,0,9
113,Kam Chancellor,2014,26,5-133,SEA,NFL,14,14,1,1,0,9
114,Jamie Collins,2014,24,2-52,NWE,NFL,15,15,1,0,0,9
115,Antonio Cromartie,2014,30,1-19,ARI,NFL,16,16,1,1,0,9
116,Carlos Dunlap,2014,25,2-54,CIN,NFL,16,16,1,0,0,9
117,Ryan Fitzpatrick,2014,32,7-250,HOU,NFL,12,12,1,0,0,9
118,Larry Foote,2014,34,4-128,ARI,NFL,15,15,1,0,0,9
119,Orlando Franklin,2014,27,2-46,DEN,NFL,16,16,1,0,0,9
120,A.J. Green,2014,26,1-4,CIN,NFL,13,13,1,1,0,9
121,Everson Griffen,2014,27,4-100,MIN,NFL,16,16,1,0,0,9
122,Ben Grubbs,2014,30,1-29,NOR,NFL,16,16,1,0,0,9
123,Ryan Harris,2014,29,3-70,KAN,NFL,16,15,1,0,0,9
124,Mike Iupati,2014,27,1-17,SFO,NFL,15,15,1,1,0,9
125,Ja'Wuan James,2014,22,1-19,MIA,NFL,16,16,1,0,0,9
126,Alshon Jeffery,2014,24,2-45,CHI,NFL,16,16,1,0,0,9
127,Calvin Johnson,2014,29,1-2,DET,NFL,13,13,1,1,0,9
128,Adam Jones,2014,31,1-6,CIN,NFL,16,3,1,0,1,9
129,Travis Kelce,2014,25,3-63,KAN,NFL,16,11,1,0,0,9
130,Paul Kruger,2014,28,2-57,CLE,NFL,16,15,1,0,0,9
131,James Laurinaitis,2014,28,2-35,STL,NFL,16,16,1,0,0,9
132,Alec Ogletree,2014,23,1-30,STL,NFL,16,16,1,0,0,9
133,Julius Peppers,2014,34,1-2,GNB,NFL,16,16,1,0,0,9
134,Patrick Peterson,2014,24,1-5,ARI,NFL,16,16,1,1,0,9
135,Jason Pierre-Paul,2014,25,1-15,NYG,NFL,16,16,1,0,0,9
136,Mike Pouncey,2014,25,1-15,MIA,NFL,12,12,1,1,0,9
137,Manuel Ramirez,2014,31,4-117,DEN,NFL,16,16,1,0,0,9
138,Samson Satele,2014,30,2-60,MIA,NFL,16,16,1,0,0,9
139,Joe Staley,2014,30,1-28,SFO,NFL,16,16,1,1,0,9
140,Zach Strief,2014,31,7-210,NOR,NFL,16,16,1,0,0,9
141,J.R. Sweezy,2014,25,7-225,SEA,NFL,16,16,1,0,0,9
142,Aqib Talib,2014,28,1-20,DEN,NFL,15,15,1,1,0,9
143,Louis Vasquez,2014,27,3-78,DEN,NFL,16,16,1,0,0,9
144,Sebastian Vollmer,2014,30,2-58,NWE,NFL,15,15,1,0,0,9
145,Trent Williams,2014,26,1-4,WAS,NFL,15,15,1,1,0,9
146,K.J. Wright,2014,25,4-99,SEA,NFL,16,16,1,0,0,9
147,Jeremy Zuttah,2014,28,3-83,BAL,NFL,16,16,1,0,0,9
148,Terron Armstead,2014,24,3-75,NOR,NFL,14,14,1,0,0,8
149,Jon Asamoah,2014,26,3-68,ATL,NFL,15,15,1,0,0,8
150,Cliff Avril,2014,28,3-92,SEA,NFL,16,16,1,0,0,8
151,Kelvin Beachum,2014,25,7-248,PIT,NFL,16,16,1,0,0,8
152,Will Beatty,2014,29,2-60,NYG,NFL,16,16,1,0,0,8
153,Joique Bell,2014,28,,DET,NFL,15,6,1,0,0,8
154,Kelvin Benjamin,2014,23,1-28,CAR,NFL,16,15,1,0,0,8
155,Justin Blalock,2014,31,2-39,ATL,NFL,15,15,1,0,0,8
156,Anquan Boldin,2014,34,2-54,SFO,NFL,16,16,1,0,0,8
157,Dwayne Bowe,2014,30,1-23,KAN,NFL,15,15,1,0,0,8
158,Nigel Bradham,2014,25,4-105,BUF,NFL,14,14,1,0,0,8
159,Michael Brockers,2014,24,1-14,STL,NFL,16,16,1,0,0,8
160,Preston Brown,2014,22,3-73,BUF,NFL,16,14,1,0,0,8
161,James Carpenter,2014,25,1-25,SEA,NFL,13,13,1,0,0,8
162,Gosder Cherilus,2014,30,1-17,IND,NFL,13,13,1,0,0,8
163,Marques Colston,2014,31,7-252,NOR,NFL,16,13,1,0,0,8
164,Dan Connolly,2014,32,,NWE,NFL,13,13,1,0,0,8
165,Jared Crick,2014,25,4-126,HOU,NFL,16,15,1,0,0,8
166,Demario Davis,2014,25,3-77,NYJ,NFL,16,16,1,0,0,8
167,David DeCastro,2014,24,1-24,PIT,NFL,16,16,1,0,0,8
168,King Dunlap,2014,29,7-230,SDG,NFL,16,16,1,0,0,8
169,Eric Fisher,2014,23,1-1,KAN,NFL,16,16,1,0,0,8
170,D.J. Fluker,2014,23,1-11,SDG,NFL,16,16,1,0,0,8
171,Zach Fulton,2014,23,6-193,KAN,NFL,16,16,1,0,0,8
172,Wallace Gilberry,2014,30,,CIN,NFL,16,16,1,0,0,8
173,Tashaun Gipson,2014,24,,CLE,NFL,11,11,1,1,0,8
174,Jonathan Goodwin,2014,36,5-154,NOR,NFL,14,14,1,0,0,8
175,Jimmy Graham,2014,28,3-95,NOR,NFL,16,13,1,1,0,8
176,David Harris,2014,30,2-47,NYJ,NFL,16,16,1,0,0,8
177,Brian Hoyer,2014,29,,CLE,NFL,14,13,1,0,0,8
178,Rodney Hudson,2014,25,2-55,KAN,NFL,16,16,1,0,0,8
179,Mark Ingram,2014,25,1-28,NOR,NFL,13,9,1,1,0,8
180,Bruce Irvin,2014,27,1-15,SEA,NFL,15,13,1,0,0,8
181,DeSean Jackson,2014,28,2-49,WAS,NFL,15,13,1,0,0,8
182,John Jerry,2014,28,3-73,NYG,NFL,16,16,1,0,0,8
183,Andre Johnson,2014,33,1-3,HOU,NFL,15,15,1,0,0,8
184,Charles Johnson,2014,28,3-83,CAR,NFL,16,16,1,0,0,8
185,Linval Joseph,2014,26,2-46,MIN,NFL,16,16,1,0,0,8
186,Ryan Kalil,2014,29,2-59,CAR,NFL,16,16,1,0,0,8
187,Ryan Kerrigan,2014,26,1-16,WAS,NFL,16,16,1,0,0,8
188,Corey Liuget,2014,24,1-18,SDG,NFL,16,16,1,0,0,8
189,Jake Matthews,2014,22,1-6,ATL,NFL,15,15,1,0,0,8
190,Josh Mauga,2014,27,,KAN,NFL,16,16,1,0,0,8
191,LeSean McCoy,2014,26,2-53,PHI,NFL,16,16,1,1,0,8
192,Rodney McLeod,2014,24,,STL,NFL,16,16,1,0,0,8
193,Jack Mewhort,2014,23,2-59,IND,NFL,14,14,1,0,0,8
194,Jeremy Mincey,2014,31,6-191,DAL,NFL,16,16,1,0,0,8
195,Russell Okung,2014,27,1-6,SEA,NFL,14,14,1,0,0,8
196,Greg Olsen,2014,29,1-31,CAR,NFL,16,16,1,1,0,8
197,Kyle Orton,2014,32,4-106,BUF,NFL,12,12,1,0,0,8
198,Kelechi Osemele,2014,25,2-60,BAL,NFL,14,14,1,0,0,8
199,Domata Peko,2014,30,4-123,CIN,NFL,16,16,1,0,0,8
200,Rueben Randle,2014,23,2-63,NYG,NFL,16,13,1,0,0,8
201,Cory Redding,2014,34,3-66,IND,NFL,16,16,1,0,0,8
202,Weston Richburg,2014,23,2-43,NYG,NFL,16,15,1,0,0,8
203,Chad Rinehart,2014,29,3-96,SDG,NFL,16,16,1,0,0,8
204,Craig Robertson,2014,26,,CLE,NFL,16,11,1,0,0,8
205,Mohamed Sanu,2014,25,3-83,CIN,NFL,16,13,1,0,0,8
206,Daryl Smith,2014,32,2-39,BAL,NFL,16,16,1,0,0,8
207,Harrison Smith,2014,25,1-29,MIN,NFL,16,16,1,0,0,8
208,Justin Smith,2014,35,1-4,SFO,NFL,16,16,1,0,0,8
209,Kenny Stills,2014,22,5-144,NOR,NFL,15,7,1,0,0,8
210,Terrell Suggs,2014,32,1-10,BAL,NFL,16,16,1,0,0,8
211,Cedric Thornton,2014,26,,PHI,NFL,16,16,1,0,0,8
212,Johnnie Troutman,2014,27,5-149,SDG,NFL,15,15,1,0,0,8
213,Shane Vereen,2014,25,2-56,NWE,NFL,16,6,1,0,0,8
214,Ricky Wagner,2014,25,5-168,BAL,NFL,15,15,1,0,0,8
215,Mike Wallace,2014,28,3-84,MIA,NFL,16,16,1,0,0,8
216,J.D. Walton,2014,27,3-80,NYG,NFL,16,16,1,0,0,8
217,Sammy Watkins,2014,21,1-4,BUF,NFL,16,16,1,0,0,8
218,Ryan Wendell,2014,28,,NWE,NFL,14,12,1,0,0,8
219,Roddy White,2014,33,1-27,ATL,NFL,14,14,1,0,0,8
220,Tahir Whitehead,2014,24,5-138,DET,NFL,16,15,1,0,0,8
221,Donte Whitner,2014,29,1-8,CLE,NFL,16,16,1,1,0,8
222,Vince Wilfork,2014,33,1-21,NWE,NFL,16,16,1,0,0,8
223,Michael Wilhoite,2014,28,,SFO,NFL,16,16,1,0,0,8
224,Jason Witten,2014,32,3-69,DAL,NFL,16,16,1,1,0,8
225,Husain Abdullah,2014,29,,KAN,NFL,16,16,1,0,0,7
226,Nate Allen,2014,27,2-37,PHI,NFL,15,15,1,0,0,7
227,Allen Bailey,2014,25,3-86,KAN,NFL,14,14,1,0,0,7
228,Joe Barksdale,2014,26,3-92,STL,NFL,16,16,1,0,0,7
229,Anthony Barr,2014,22,1-9,MIN,NFL,12,12,1,0,0,7
230,Byron Bell,2014,25,,CAR,NFL,15,15,1,0,0,7
231,Martellus Bennett,2014,27,2-61,CHI,NFL,16,15,1,1,0,7
232,Giovani Bernard,2014,23,2-37,CIN,NFL,13,9,1,0,0,7
233,Kroy Biermann,2014,29,5-154,ATL,NFL,16,15,1,0,0,7
234,Russell Bodine,2014,22,4-111,CIN,NFL,16,16,1,0,0,7
235,Clint Boling,2014,25,4-101,CIN,NFL,16,16,1,0,0,7
236,Brandon Brooks,2014,25,3-76,HOU,NFL,15,15,1,0,0,7
237,Miles Burris,2014,26,4-129,OAK,NFL,16,16,1,0,0,7
238,Jurrell Casey,2014,25,3-77,TEN,NFL,16,16,1,0,0,7
239,Josh Chapman,2014,25,5-136,IND,NFL,16,15,1,0,0,7
240,Chris Chester,2014,31,2-56,WAS,NFL,16,16,1,0,0,7
241,Chris Clemons,2014,33,,JAX,NFL,16,16,1,0,0,7
242,Daryn Colledge,2014,32,2-47,MIA,NFL,13,13,1,0,0,7
243,Quinton Coples,2014,24,1-16,NYJ,NFL,16,15,1,0,0,7
244,Perrish Cox,2014,27,5-137,SFO,NFL,15,14,1,0,0,7
245,Chris Culliver,2014,26,3-80,SFO,NFL,14,14,1,0,0,7
246,Brian Cushing,2014,27,1-15,HOU,NFL,14,14,1,0,0,7
247,Mike Daniels,2014,25,4-132,GNB,NFL,16,16,1,0,0,7
248,Karlos Dansby,2014,33,2-33,CLE,NFL,12,12,1,0,0,7
249,Thomas Davis,2014,31,1-14,CAR,NFL,15,15,1,0,0,7
250,Eric Decker,2014,27,3-87,NYJ,NFL,15,15,1,0,0,7
251,Mike Evans,2014,21,1-7,TAM,NFL,15,15,1,0,0,7
252,Coby Fleener,2014,26,2-34,IND,NFL,16,12,1,0,0,7
253,Malcom Floyd,2014,33,,SDG,NFL,16,16,1,0,0,7
254,Ramon Foster,2014,28,,PIT,NFL,14,14,1,0,0,7
255,E.J. Gaines,2014,22,6-188,STL,NFL,15,15,1,0,0,7
256,Antonio Gates,2014,34,,SDG,NFL,16,14,1,0,0,7
257,Cordy Glenn,2014,25,2-41,BUF,NFL,16,16,1,0,0,7
258,Frank Gore,2014,31,3-65,SFO,NFL,16,16,1,0,0,7
259,Letroy Guion,2014,27,5-152,GNB,NFL,16,16,1,0,0,7
260,Johnathan Hankins,2014,22,2-49,NYG,NFL,16,16,1,0,0,7
261,Roman Harper,2014,32,2-43,CAR,NFL,16,16,1,0,0,7
262,Damon Harrison,2014,26,,NYJ,NFL,16,16,1,0,0,7
263,Seantrel Henderson,2014,22,7-237,BUF,NFL,16,16,1,0,0,7
264,Cameron Heyward,2014,25,1-31,PIT,NFL,16,16,1,0,0,7
265,Dont'a Hightower,2014,24,1-25,NWE,NFL,12,12,1,0,0,7
266,Fred Jackson,2014,33,,BUF,NFL,14,9,1,0,0,7
267,Vincent Jackson,2014,31,2-61,TAM,NFL,16,16,1,0,0,7
268,Malcolm Jenkins,2014,27,1-14,PHI,NFL,16,16,1,0,0,7
269,Rashad Johnson,2014,28,3-95,ARI,NFL,16,16,1,0,0,7
270,Ben Jones,2014,25,4-99,HOU,NFL,16,16,1,0,0,7
271,Jason Jones,2014,28,2-54,DET,NFL,16,16,1,0,0,7
272,Cameron Jordan,2014,25,1-24,NOR,NFL,16,16,1,0,0,7
273,Johnathan Joseph,2014,30,1-24,HOU,NFL,16,16,1,0,0,7
274,Matt Kalil,2014,25,1-4,MIN,NFL,16,16,1,0,0,7
275,Jason Kelce,2014,27,6-191,PHI,NFL,12,12,1,1,0,7
276,Tommy Kelly,2014,34,,ARI,NFL,16,13,1,0,0,7
277,Terrance Knighton,2014,28,3-72,DEN,NFL,16,16,1,0,0,7
278,Emmanuel Lamur,2014,25,,CIN,NFL,14,13,1,0,0,7
279,Jarvis Landry,2014,22,2-63,MIA,NFL,16,11,1,0,0,7
280,Ted Larsen,2014,27,6-205,ARI,NFL,16,16,1,0,0,7
281,Shawn Lauvao,2014,27,3-92,WAS,NFL,15,15,1,0,0,7
282,Ronald Leary,2014,26,,DAL,NFL,15,15,1,0,0,7
283,Kendrick Lewis,2014,26,5-136,HOU,NFL,16,16,1,0,0,7
284,Kory Lichtensteiger,2014,29,4-108,WAS,NFL,16,16,1,0,0,7
285,Curtis Lofton,2014,28,2-37,NOR,NFL,16,16,1,0,0,7
286,Bennie Logan,2014,25,3-67,PHI,NFL,16,16,1,0,0,7
287,Khalil Mack,2014,23,1-5,OAK,NFL,16,16,1,0,0,7
288,Nick Mangold,2014,30,1-29,NYJ,NFL,15,15,1,1,0,7
289,Sen'Derrick Marks,2014,27,2-62,JAX,NFL,16,16,1,0,0,7
290,Brandon Marshall,2014,25,5-142,DEN,NFL,14,13,1,0,0,7
291,Bobby Massie,2014,25,4-112,ARI,NFL,16,16,1,0,0,7
292,Jameel McClain,2014,29,,NYG,NFL,16,14,1,0,0,7
293,Tony McDaniel,2014,29,,SEA,NFL,16,14,1,0,0,7
294,Ray McDonald,2014,30,3-97,SFO,NFL,14,14,1,0,0,7
295,T.J. McDonald,2014,23,3-71,STL,NFL,16,16,1,0,0,7
296,Mike McGlynn,2014,29,4-109,KAN,NFL,14,13,1,0,0,7
297,Whitney Mercilus,2014,24,1-26,HOU,NFL,15,13,1,0,0,7
298,Heath Miller,2014,32,1-30,PIT,NFL,16,16,1,0,0,7
299,Captain Munnerlyn,2014,26,7-216,MIN,NFL,16,16,1,0,0,7
300,Chris Myers,2014,33,6-200,HOU,NFL,16,16,1,0,0,7
301,Reggie Nelson,2014,31,1-21,CIN,NFL,16,16,1,0,0,7
302,Derek Newton,2014,27,7-214,HOU,NFL,16,16,1,0,0,7
303,Alex Okafor,2014,23,4-103,ARI,NFL,13,12,1,0,0,7
304,Calvin Pace,2014,34,1-18,NYJ,NFL,16,16,1,0,0,7
305,Erik Pears,2014,32,,BUF,NFL,16,16,1,0,0,7
306,Justin Pugh,2014,24,1-19,NYG,NFL,14,14,1,0,0,7
307,Dominic Raiola,2014,36,2-50,DET,NFL,15,15,1,0,0,7
308,Brooks Reed,2014,27,2-42,HOU,NFL,16,13,1,0,0,7
309,Riley Reiff,2014,26,1-23,DET,NFL,15,15,1,0,0,7
310,Vincent Rey,2014,27,,CIN,NFL,16,13,1,0,0,7
311,Keenan Robinson,2014,25,4-119,WAS,NFL,13,13,1,0,0,7
312,Brian Robison,2014,31,4-102,MIN,NFL,16,16,1,0,0,7
313,Rodger Saffold,2014,26,2-33,STL,NFL,16,16,1,0,0,7
314,Mark Sanchez,2014,28,1-5,PHI,NFL,9,8,1,0,0,7
315,Lyle Sendlein,2014,30,,ARI,NFL,16,16,1,0,0,7
316,Sam Shields,2014,27,,GNB,NFL,14,14,1,1,0,7
317,Rob Sims,2014,31,4-128,DET,NFL,16,16,1,0,0,7
318,Buster Skrine,2014,25,5-137,CLE,NFL,16,16,1,0,0,7
319,Antonio Smith,2014,33,5-135,OAK,NFL,16,16,1,0,0,7
320,Geno Smith,2014,24,2-39,NYJ,NFL,14,13,1,0,0,7
321,Torrey Smith,2014,25,2-58,BAL,NFL,16,16,1,0,0,7
322,Darren Sproles,2014,31,4-130,PHI,NFL,15,0,1,1,0,7
323,Bryan Stork,2014,24,4-105,NWE,NFL,13,11,1,0,0,7
324,John Sullivan,2014,29,6-187,MIN,NFL,16,16,1,0,0,7
325,Jared Veldheer,2014,27,3-69,ARI,NFL,16,16,1,0,0,7
326,Olivier Vernon,2014,24,3-72,MIA,NFL,16,16,1,0,0,7
327,Erik Walden,2014,29,6-167,IND,NFL,15,14,1,0,0,7
328,T.J. Ward,2014,28,2-38,DEN,NFL,15,15,1,1,0,7
329,Reggie Wayne,2014,36,1-30,IND,NFL,15,15,1,0,0,7
330,Scott Wells,2014,33,7-251,STL,NFL,16,16,1,0,0,7
331,Bjoern Werner,2014,24,1-24,IND,NFL,15,15,1,0,0,7
332,J.J. Wilcox,2014,23,3-80,DAL,NFL,16,16,1,0,0,7
333,Brandon Williams,2014,25,3-94,BAL,NFL,16,14,1,0,0,7
334,Terrance Williams,2014,25,3-74,DAL,NFL,16,16,1,0,0,7
335,Derek Wolfe,2014,24,2-36,DEN,NFL,16,16,1,0,0,7
336,Eric Wood,2014,28,1-28,BUF,NFL,16,16,1,0,0,7
337,Wesley Woodyard,2014,28,,TEN,NFL,16,16,1,0,0,7
338,Jason Worilds,2014,26,2-52,PIT,NFL,16,16,1,0,0,7
339,Paul Worrilow,2014,24,,ATL,NFL,16,16,1,0,0,7
340,Jared Allen,2014,32,4-126,CHI,NFL,15,15,1,0,0,6
341,Keenan Allen,2014,22,3-76,SDG,NFL,14,14,1,0,0,6
342,Matt Asiata,2014,27,,MIN,NFL,15,9,1,0,0,6
343,Jonathan Babineaux,2014,33,2-59,ATL,NFL,15,15,1,0,0,6
344,Chris Baker,2014,27,,WAS,NFL,15,12,1,0,0,6
345,Joplo Bartu,2014,24,,ATL,NFL,16,14,1,0,0,6
346,Zane Beadles,2014,28,2-45,JAX,NFL,16,16,1,0,0,6
347,Joel Bitonio,2014,23,2-35,CLE,NFL,16,16,1,0,0,6
348,Alex Boone,2014,27,,SFO,NFL,15,14,1,0,0,6
349,Chris Borland,2014,23,3-77,SFO,NFL,14,8,1,0,0,6
350,Bashaud Breeland,2014,22,4-102,WAS,NFL,16,15,1,0,0,6
351,Jasper Brinkley,2014,29,5-150,MIN,NFL,16,11,1,0,0,6
352,Kenny Britt,2014,26,1-30,STL,NFL,16,13,1,0,0,6
353,Ahmad Brooks,2014,30,3-0,SFO,NFL,13,13,1,0,0,6
354,Red Bryant,2014,30,4-121,JAX,NFL,16,16,1,0,0,6
355,Jermon Bushrod,2014,30,4-125,CHI,NFL,14,14,1,0,0,6
