Rank,Player,Year,Age,Draft,Team,League,Games Played,Games Started,Years,Pro-Bowl Selections,First-Team All-Pro Selections,Approximate Value
57,Chad Greenway,2012,29,1-17,MIN,NFL,16,16,1,1,0,12
58,Vincent Jackson,2012,29,2-61,TAM,NFL,16,16,1,1,0,12
59,Henry Melton,2012,26,4-105,CHI,NFL,14,14,1,1,0,12
60,Matt Schaub,2012,31,3-90,HOU,NFL,16,16,1,1,0,12
61,Josh Sitton,2012,26,4-135,GNB,NFL,16,16,1,1,0,12
62,Justin Smith,2012,33,1-4,SFO,NFL,14,14,1,1,0,12
63,Chris Snee,2012,30,2-34,NYG,NFL,16,16,1,1,0,12
64,Joe Staley,2012,28,1-28,SFO,NFL,16,16,1,1,0,12
65,Ndamukong Suh,2012,25,1-2,DET,NFL,16,16,1,1,0,12
66,Andrew Whitworth,2012,31,2-55,CIN,NFL,16,16,1,1,0,12
67,Zane Beadles,2012,26,2-45,DEN,NFL,16,16,1,1,0,11
68,Ahmad Bradshaw,2012,26,7-250,NYG,NFL,14,12,1,0,0,11
69,Lance Briggs,2012,32,3-68,CHI,NFL,16,16,1,0,0,11
70,Dez Bryant,2012,24,1-24,DAL,NFL,16,14,1,0,0,11
71,Jermon Bushrod,2012,28,4-125,NOR,NFL,16,16,1,1,0,11
72,Randall Cobb,2012,22,2-64,GNB,NFL,15,8,1,0,0,11
73,Jay Cutler,2012,29,1-11,CHI,NFL,15,15,1,0,0,11
74,Ryan Fitzpatrick,2012,30,7-250,BUF,NFL,16,16,1,0,0,11
75,Dashon Goldson,2012,28,4-126,SFO,NFL,16,16,1,1,1,11
76,Logan Mankins,2012,30,1-32,NWE,NFL,10,10,1,1,0,11
77,Clay Matthews,2012,26,1-26,GNB,NFL,12,12,1,1,0,11
78,Christian Ponder,2012,24,1-12,MIN,NFL,16,16,1,0,0,11
79,Maurkice Pouncey,2012,23,1-18,PIT,NFL,15,15,1,1,0,11
80,Ed Reed,2012,34,1-24,BAL,NFL,16,16,1,1,0,11
81,Stevan Ridley,2012,23,3-73,NWE,NFL,16,12,1,0,0,11
82,Jeff Saturday,2012,37,,GNB,NFL,14,14,1,1,0,11
83,Nate Solder,2012,24,1-17,NWE,NFL,16,16,1,0,0,11
84,Randy Starks,2012,29,3-71,MIA,NFL,16,16,1,1,0,11
85,Joe Thomas,2012,28,1-3,CLE,NFL,16,16,1,1,0,11
86,Lawrence Timmons,2012,26,1-15,PIT,NFL,16,16,1,0,0,11
87,DeMarcus Ware,2012,30,1-11,DAL,NFL,16,16,1,1,0,11
88,Reggie Wayne,2012,34,1-30,IND,NFL,16,15,1,1,0,11
89,Eric Weddle,2012,27,2-37,SDG,NFL,16,16,1,0,0,11
90,Ryan Wendell,2012,26,,NWE,NFL,16,16,1,0,0,11
91,Jared Allen,2012,30,4-126,MIN,NFL,16,16,1,1,0,10
92,Sam Baker,2012,27,1-21,ATL,NFL,16,16,1,0,0,10
93,Justin Blalock,2012,29,2-39,ATL,NFL,16,16,1,0,0,10
94,Jairus Byrd,2012,26,2-42,BUF,NFL,16,16,1,1,0,10
95,Chris Chester,2012,29,2-56,WAS,NFL,16,16,1,0,0,10
96,Tyson Clabo,2012,31,,ATL,NFL,16,16,1,0,0,10
97,Chris Clemons,2012,31,,SEA,NFL,16,16,1,0,0,10
98,Marques Colston,2012,29,7-252,NOR,NFL,16,13,1,0,0,10
99,Michael Crabtree,2012,25,1-10,SFO,NFL,16,16,1,0,0,10
100,Antonio Cromartie,2012,28,1-19,NYJ,NFL,16,16,1,1,0,10
101,Eric Decker,2012,25,3-87,DEN,NFL,16,15,1,0,0,10
102,Thomas DeCoud,2012,27,3-98,ATL,NFL,16,16,1,1,0,10
103,Larry Foote,2012,32,4-128,PIT,NFL,16,16,1,0,0,10
104,Matt Forte,2012,27,2-44,CHI,NFL,15,15,1,0,0,10
105,Arian Foster,2012,26,,HOU,NFL,16,16,1,1,0,10
106,Tony Gonzalez,2012,36,1-13,ATL,NFL,16,16,1,1,1,10
107,Frank Gore,2012,29,3-65,SFO,NFL,16,16,1,1,0,10
108,David Harris,2012,28,2-47,NYJ,NFL,16,16,1,0,0,10
109,D'Qwell Jackson,2012,29,2-34,CLE,NFL,16,16,1,0,0,10
110,Johnathan Joseph,2012,28,1-24,HOU,NFL,14,14,1,1,0,10
111,Matt Kalil,2012,23,1-4,MIN,NFL,16,16,1,1,0,10
112,Paris Lenon,2012,35,,ARI,NFL,16,16,1,0,0,10
113,Kory Lichtensteiger,2012,27,4-108,WAS,NFL,16,16,1,0,0,10
114,Brandon Lloyd,2012,31,4-124,NWE,NFL,16,15,1,0,0,10
115,Jerod Mayo,2012,26,1-10,NWE,NFL,16,16,1,1,0,10
116,Todd McClure,2012,35,7-237,ATL,NFL,16,16,1,0,0,10
117,Gerald McCoy,2012,24,1-3,TAM,NFL,16,16,1,1,0,10
118,Brandon Mebane,2012,27,3-85,SEA,NFL,16,16,1,0,0,10
119,Will Montgomery,2012,29,7-234,WAS,NFL,16,16,1,0,0,10
120,Russell Okung,2012,25,1-6,SEA,NFL,15,15,1,1,0,10
121,Carson Palmer,2012,33,1-1,OAK,NFL,15,15,1,0,0,10
122,Jason Pierre-Paul,2012,23,1-15,NYG,NFL,16,15,1,1,0,10
123,Philip Rivers,2012,31,1-4,SDG,NFL,16,16,1,0,0,10
124,Ben Roethlisberger,2012,30,1-11,PIT,NFL,13,13,1,0,0,10
125,Steve Smith,2012,33,3-74,CAR,NFL,16,16,1,0,0,10
126,Ryan Tannehill,2012,24,1-8,MIA,NFL,16,16,1,0,0,10
127,Sebastian Vollmer,2012,28,2-58,NWE,NFL,15,15,1,0,0,10
128,Bobby Wagner,2012,22,2-47,SEA,NFL,16,15,1,0,0,10
129,Muhammad Wilkerson,2012,23,1-30,NYJ,NFL,16,15,1,0,0,10
130,Marshal Yanda,2012,28,3-86,BAL,NFL,14,14,1,1,0,10
131,Sam Acho,2012,24,4-103,ARI,NFL,16,16,1,0,0,9
132,David Baas,2012,31,2-33,NYG,NFL,16,16,1,0,0,9
133,Jonathan Babineaux,2012,31,2-59,ATL,NFL,16,16,1,0,0,9
134,Will Beatty,2012,27,2-60,NYG,NFL,16,15,1,0,0,9
135,Mackenzy Bernadeau,2012,26,7-250,DAL,NFL,16,16,1,0,0,9
136,Anquan Boldin,2012,32,2-54,BAL,NFL,15,15,1,0,0,9
137,Kevin Boothe,2012,29,6-176,NYG,NFL,16,16,1,0,0,9
138,Sam Bradford,2012,25,1-1,STL,NFL,16,16,1,0,0,9
139,Alan Branch,2012,28,2-33,SEA,NFL,16,16,1,0,0,9
140,Jamaal Charles,2012,26,3-73,KAN,NFL,16,15,1,1,0,9
141,Dan Connolly,2012,30,,NWE,NFL,14,14,1,0,0,9
142,Karlos Dansby,2012,31,2-33,MIA,NFL,16,16,1,0,0,9
143,Lavonte David,2012,22,2-58,TAM,NFL,16,16,1,0,0,9
144,Demar Dotson,2012,27,,TAM,NFL,16,15,1,0,0,9
145,Jo-Lonn Dunbar,2012,27,,STL,NFL,16,16,1,0,0,9
146,Doug Free,2012,28,4-122,DAL,NFL,16,16,1,0,0,9
147,Jordan Gross,2012,32,1-8,CAR,NFL,16,16,1,0,0,9
148,Percy Harvin,2012,24,1-22,MIN,NFL,9,8,1,0,0,9
149,Evander Hood,2012,25,1-32,PIT,NFL,16,16,1,0,0,9
150,Justin Houston,2012,23,3-70,KAN,NFL,16,16,1,1,0,9
151,Richie Incognito,2012,29,3-81,MIA,NFL,16,16,1,1,0,9
152,Chris Johnson,2012,27,1-24,TEN,NFL,16,15,1,0,0,9
153,Derrick Johnson,2012,30,1-15,KAN,NFL,16,16,1,1,0,9
154,Michael Johnson,2012,25,3-70,CIN,NFL,16,15,1,0,0,9
155,Steve Johnson,2012,26,7-224,BUF,NFL,16,16,1,0,0,9
156,Colin Kaepernick,2012,25,2-36,SFO,NFL,13,7,1,0,0,9
157,Brett Keisel,2012,34,7-242,PIT,NFL,16,16,1,0,0,9
158,Ryan Kerrigan,2012,24,1-16,WAS,NFL,16,16,1,1,0,9
159,Luke Kuechly,2012,21,1-9,CAR,NFL,16,16,1,0,0,9
160,T.J. Lang,2012,25,4-109,GNB,NFL,15,15,1,0,0,9
161,James Laurinaitis,2012,26,2-35,STL,NFL,16,16,1,0,0,9
162,Nate Livings,2012,30,,DAL,NFL,16,16,1,0,0,9
163,Lance Moore,2012,29,,NOR,NFL,15,7,1,0,0,9
164,Chris Myers,2012,31,6-200,HOU,NFL,16,16,1,1,0,9
165,Marshall Newhouse,2012,24,5-169,GNB,NFL,16,16,1,0,0,9
166,Rob Ninkovich,2012,28,5-135,NWE,NFL,16,16,1,0,0,9
167,Calvin Pace,2012,32,1-18,NYJ,NFL,16,16,1,0,0,9
168,Tyler Polumbus,2012,27,,WAS,NFL,15,15,1,0,0,9
169,Sidney Rice,2012,26,2-44,SEA,NFL,16,16,1,0,0,9
170,Nick Roach,2012,27,,CHI,NFL,16,14,1,0,0,9
171,Jabaal Sheard,2012,23,2-37,CLE,NFL,16,16,1,0,0,9
172,Wade Smith,2012,31,3-78,HOU,NFL,16,16,1,1,0,9
173,Mike Williams,2012,25,4-101,TAM,NFL,16,16,1,0,0,9
174,Wesley Woodyard,2012,26,,DEN,NFL,15,14,1,0,0,9
175,K.J. Wright,2012,23,4-99,SEA,NFL,15,15,1,0,0,9
176,John Abraham,2012,34,1-13,ATL,NFL,16,15,1,0,0,8
177,Justin Bannan,2012,33,5-139,DEN,NFL,16,15,1,0,0,8
178,Connor Barwin,2012,26,2-46,HOU,NFL,16,16,1,0,0,8
179,Byron Bell,2012,23,,CAR,NFL,15,15,1,0,0,8
180,Michael Bennett,2012,27,,TAM,NFL,16,16,1,0,0,8
181,Alex Boone,2012,25,,SFO,NFL,16,16,1,0,0,8
182,Red Bryant,2012,28,4-121,SEA,NFL,16,16,1,0,0,8
183,Vontaze Burfict,2012,22,,CIN,NFL,16,14,1,0,0,8
184,Kevin Burnett,2012,30,2-42,MIA,NFL,16,16,1,0,0,8
185,Reggie Bush,2012,27,1-2,MIA,NFL,16,16,1,0,0,8
186,Calais Campbell,2012,26,2-50,ARI,NFL,13,12,1,0,0,8
187,Gosder Cherilus,2012,28,1-17,DET,NFL,16,16,1,0,0,8
188,Ryan Clark,2012,33,,PIT,NFL,15,15,1,0,0,8
189,Anthony Davis,2012,23,1-11,SFO,NFL,16,16,1,0,0,8
190,Brian De La Puente,2012,27,,NOR,NFL,16,16,1,0,0,8
191,Darnell Dockett,2012,31,3-64,ARI,NFL,15,14,1,0,0,8
192,Mason Foster,2012,23,3-84,TAM,NFL,16,16,1,0,0,8
193,Orlando Franklin,2012,25,2-46,DEN,NFL,16,16,1,0,0,8
194,Jerrell Freeman,2012,26,,IND,NFL,16,16,1,0,0,8
195,Brandon Fusco,2012,24,6-172,MIN,NFL,16,16,1,0,0,8
196,Breno Giacomini,2012,27,5-150,SEA,NFL,16,16,1,0,0,8
197,Jonathan Goodwin,2012,34,5-154,SFO,NFL,16,16,1,0,0,8
198,Jimmy Graham,2012,26,3-95,NOR,NFL,15,9,1,0,0,8
199,BenJarvus Green-Ellis,2012,27,,CIN,NFL,15,15,1,0,0,8
200,Rob Gronkowski,2012,23,2-42,NWE,NFL,11,11,1,1,0,8
201,Ben Grubbs,2012,28,1-29,NOR,NFL,16,16,1,0,0,8
202,Tamba Hali,2012,29,1-20,KAN,NFL,15,15,1,1,0,8
203,Casey Hampton,2012,35,1-19,PIT,NFL,16,16,1,0,0,8
204,James Harrison,2012,34,,PIT,NFL,13,13,1,0,0,8
205,Brian Hartline,2012,26,4-108,MIA,NFL,16,15,1,0,0,8
206,A.J. Hawk,2012,28,1-5,GNB,NFL,16,16,1,0,0,8
207,T.Y. Hilton,2012,23,3-92,IND,NFL,15,1,1,0,0,8
208,Israel Idonije,2012,32,,CHI,NFL,16,11,1,0,0,8
209,Bradie James,2012,31,4-103,HOU,NFL,15,15,1,0,0,8
210,Quentin Jammer,2012,33,1-5,SDG,NFL,16,16,1,0,0,8
211,Janoris Jenkins,2012,24,2-39,STL,NFL,15,14,1,0,0,8
212,Charles Johnson,2012,26,3-83,CAR,NFL,16,16,1,0,0,8
213,Charlie Johnson,2012,28,6-199,MIN,NFL,16,16,1,0,0,8
214,Reshad Jones,2012,24,5-163,MIA,NFL,16,16,1,0,0,8
215,LaRon Landry,2012,28,1-6,NYJ,NFL,16,15,1,1,0,8
216,Andy Levitre,2012,26,2-51,BUF,NFL,16,16,1,0,0,8
217,Keenan Lewis,2012,26,3-96,PIT,NFL,16,16,1,0,0,8
218,Corey Liuget,2012,22,1-18,SDG,NFL,16,16,1,0,0,8
219,Phil Loadholt,2012,26,2-54,MIN,NFL,16,16,1,0,0,8
220,Chris Long,2012,27,1-2,STL,NFL,16,16,1,0,0,8
221,Danieal Manning,2012,30,2-42,HOU,NFL,16,16,1,0,0,8
222,Robert Mathis,2012,31,5-138,IND,NFL,12,12,1,1,0,8
223,Rey Maualuga,2012,25,2-38,CIN,NFL,16,16,1,0,0,8
224,Paul McQuistan,2012,29,3-69,SEA,NFL,16,16,1,0,0,8
225,William Moore,2012,27,2-55,ATL,NFL,12,12,1,1,0,8
226,Terence Newman,2012,34,1-5,CIN,NFL,15,15,1,0,0,8
227,Stephen Nicholas,2012,29,4-109,ATL,NFL,16,15,1,0,0,8
228,Hakeem Nicks,2012,24,1-29,NYG,NFL,13,11,1,0,0,8
229,Stephen Paea,2012,24,2-53,CHI,NFL,15,14,1,0,0,8
230,Domata Peko,2012,28,4-123,CIN,NFL,16,16,1,0,0,8
231,Donald Penn,2012,29,,TAM,NFL,16,16,1,0,0,8
232,Stephen Peterman,2012,30,3-83,DET,NFL,16,16,1,0,0,8
233,Shaun Phillips,2012,31,4-98,SDG,NFL,16,16,1,0,0,8
234,Paul Posluszny,2012,28,2-34,JAX,NFL,16,16,1,0,0,8
235,Dominic Raiola,2012,34,2-50,DET,NFL,16,16,1,0,0,8
236,Frostee Rucker,2012,29,3-91,CLE,NFL,16,16,1,0,0,8
237,Bart Scott,2012,32,,NYJ,NFL,15,13,1,0,0,8
238,Amini Silatolu,2012,24,2-40,CAR,NFL,15,15,1,0,0,8
239,Rob Sims,2012,29,4-128,DET,NFL,16,16,1,0,0,8
240,Antonio Smith,2012,31,5-135,HOU,NFL,16,16,1,0,0,8
241,Torrey Smith,2012,23,2-58,BAL,NFL,16,16,1,0,0,8
242,Tyron Smith,2012,22,1-9,DAL,NFL,15,15,1,0,0,8
243,Paul Soliai,2012,29,4-108,MIA,NFL,16,16,1,0,0,8
244,Anthony Spencer,2012,28,1-26,DAL,NFL,14,14,1,1,0,8
245,John Sullivan,2012,27,6-187,MIN,NFL,16,16,1,0,0,8
246,Golden Tate,2012,24,2-60,SEA,NFL,15,15,1,0,0,8
247,Brian Urlacher,2012,34,1-9,CHI,NFL,12,12,1,0,0,8
248,Brandon Weeden,2012,29,1-22,CLE,NFL,15,15,1,0,0,8
249,Cary Williams,2012,28,7-229,BAL,NFL,16,16,1,0,0,8
250,Kyle Williams,2012,29,5-134,BUF,NFL,16,16,1,1,0,8
251,Jason Witten,2012,30,3-69,DAL,NFL,16,16,1,1,0,8
252,Derek Wolfe,2012,22,2-36,DEN,NFL,16,16,1,0,0,8
253,LaMarr Woodley,2012,28,2-46,PIT,NFL,13,13,1,0,0,8
254,Jeremy Zuttah,2012,26,3-83,TAM,NFL,16,16,1,0,0,8
255,Russell Allen,2012,26,,JAX,NFL,16,16,1,0,0,7
256,Tyson Alualu,2012,25,1-10,JAX,NFL,16,16,1,0,0,7
257,Miles Austin,2012,28,,DAL,NFL,16,15,1,0,0,7
258,Cliff Avril,2012,26,3-92,DET,NFL,16,16,1,0,0,7
259,Jeff Backus,2012,35,1-18,DET,NFL,15,15,1,0,0,7
260,Ronde Barber,2012,37,3-66,TAM,NFL,16,16,1,0,0,7
261,Yeremiah Bell,2012,34,6-213,NYJ,NFL,16,16,1,0,0,7
262,Martellus Bennett,2012,25,2-61,NYG,NFL,16,16,1,0,0,7
263,Eric Berry,2012,24,1-5,KAN,NFL,16,16,1,1,0,7
264,Matt Birk,2012,36,6-173,BAL,NFL,16,16,1,0,0,7
265,Chase Blackburn,2012,29,,NYG,NFL,15,15,1,0,0,7
266,Michael Boley,2012,30,5-160,NYG,NFL,16,11,1,0,0,7
267,Clint Boling,2012,23,4-101,CIN,NFL,16,16,1,0,0,7
268,Mike Brisiel,2012,29,,OAK,NFL,15,15,1,0,0,7
269,Keith Brooking,2012,37,1-12,DEN,NFL,16,14,1,0,0,7
270,Sheldon Brown,2012,33,2-59,CLE,NFL,15,14,1,0,0,7
271,Zach Brown,2012,23,2-52,TEN,NFL,16,14,1,0,0,7
272,Cooper Carlisle,2012,35,4-112,OAK,NFL,16,16,1,0,0,7
273,Anthony Castonzo,2012,24,1-22,IND,NFL,16,16,1,0,0,7
274,Chris Clemons,2012,27,5-165,MIA,NFL,16,16,1,0,0,7
275,Cortland Finnegan,2012,28,7-215,STL,NFL,16,15,1,0,0,7
276,Malcom Floyd,2012,31,,SDG,NFL,14,14,1,0,0,7
277,Ramon Foster,2012,26,,PIT,NFL,16,16,1,0,0,7
278,Pierre Garcon,2012,26,6-205,WAS,NFL,10,10,1,0,0,7
279,Roberto Garza,2012,33,4-99,CHI,NFL,16,16,1,0,0,7
280,William Gay,2012,27,5-170,ARI,NFL,16,15,1,0,0,7
281,Robert Geathers,2012,29,4-117,CIN,NFL,16,16,1,0,0,7
282,Charles Godfrey,2012,27,3-67,CAR,NFL,15,15,1,0,0,7
283,Jermaine Gresham,2012,24,1-21,CIN,NFL,16,15,1,1,0,7
284,Leon Hall,2012,28,1-18,CIN,NFL,14,14,1,0,0,7
285,Geoff Hangartner,2012,30,5-169,CAR,NFL,12,12,1,0,0,7
286,Nick Hardwick,2012,31,3-66,SDG,NFL,16,16,1,0,0,7
287,Jason Hatcher,2012,30,3-92,DAL,NFL,16,16,1,0,0,7
288,Dont'a Hightower,2012,22,1-25,NWE,NFL,14,13,1,0,0,7
289,LeRoy Hill,2012,30,3-98,SEA,NFL,13,12,1,0,0,7
290,Lamarr Houston,2012,25,2-44,OAK,NFL,16,16,1,0,0,7
291,Kareem Jackson,2012,24,1-20,HOU,NFL,16,15,1,0,0,7
292,Rob Jackson,2012,27,7-242,WAS,NFL,16,14,1,0,0,7
293,Steven Jackson,2012,29,1-24,STL,NFL,16,16,1,0,0,7
294,John Jerry,2012,26,3-73,MIA,NFL,16,16,1,0,0,7
295,Jacoby Jones,2012,28,3-73,BAL,NFL,16,3,1,1,1,7
296,James Jones,2012,28,3-78,GNB,NFL,16,16,1,0,0,7
297,Cameron Jordan,2012,23,1-24,NOR,NFL,16,16,1,0,0,7
298,Linval Joseph,2012,24,2-46,NYG,NFL,16,16,1,0,0,7
299,Jeremy Kerley,2012,24,5-153,NYJ,NFL,16,7,1,0,0,7
300,Peter Konz,2012,23,2-55,ATL,NFL,16,10,1,0,0,7
301,Dan Koppen,2012,33,5-164,DEN,NFL,15,12,1,0,0,7
302,Kendall Langford,2012,26,3-66,STL,NFL,16,16,1,0,0,7
303,Ted Larsen,2012,25,6-205,TAM,NFL,16,13,1,0,0,7
304,Shawn Lauvao,2012,25,3-92,CLE,NFL,16,16,1,0,0,7
305,Curtis Lofton,2012,26,2-37,NOR,NFL,16,16,1,0,0,7
306,Alex Mack,2012,27,1-21,CLE,NFL,16,16,1,0,0,7
307,Jonathan Martin,2012,23,2-42,MIA,NFL,16,16,1,0,0,7
308,Evan Mathis,2012,31,3-79,PHI,NFL,16,16,1,0,0,7
309,Jameel McClain,2012,27,,BAL,NFL,13,13,1,0,0,7
310,Devin McCourty,2012,25,1-27,NWE,NFL,16,16,1,0,0,7
311,LeSean McCoy,2012,24,2-53,PHI,NFL,12,12,1,0,0,7
312,Ray McDonald,2012,28,3-97,SFO,NFL,16,16,1,0,0,7
313,Willis McGahee,2012,31,1-23,DEN,NFL,10,9,1,0,0,7
314,Mike McGlynn,2012,27,4-109,IND,NFL,16,16,1,0,0,7
315,Heath Miller,2012,30,1-30,PIT,NFL,15,15,1,1,0,7
316,Jeremy Mincey,2012,29,6-191,JAX,NFL,16,16,1,0,0,7
317,Koa Misi,2012,25,2-40,MIA,NFL,14,14,1,0,0,7
318,C.J. Mosley,2012,29,6-191,JAX,NFL,16,13,1,0,0,7
319,Jordy Nelson,2012,27,2-36,GNB,NFL,12,10,1,0,0,7
320,Reggie Nelson,2012,29,1-21,CIN,NFL,14,14,1,0,0,7
321,Jared Odrick,2012,25,1-28,MIA,NFL,16,12,1,0,0,7
322,Michael Oher,2012,26,1-23,BAL,NFL,16,16,1,0,0,7
323,Greg Olsen,2012,27,1-31,CAR,NFL,16,16,1,0,0,7
324,Kelechi Osemele,2012,23,2-60,BAL,NFL,16,16,1,0,0,7
325,Ryan Pickett,2012,33,1-29,GNB,NFL,16,16,1,0,0,7
326,Mike Pouncey,2012,23,1-15,MIA,NFL,16,16,1,0,0,7
327,Glover Quin,2012,26,4-112,HOU,NFL,16,16,1,0,0,7
328,Robert Quinn,2012,22,1-14,STL,NFL,16,14,1,0,0,7
329,Kerry Rhodes,2012,30,4-123,ARI,NFL,15,15,1,0,0,7
330,Barry Richardson,2012,26,6-170,STL,NFL,16,16,1,0,0,7
331,Perry Riley,2012,24,4-103,WAS,NFL,16,16,1,0,0,7
332,Brian Robison,2012,29,4-102,MIN,NFL,15,15,1,0,0,7
333,Jacquizz Rodgers,2012,22,5-145,ATL,NFL,16,0,1,0,0,7
334,Ahtyba Rubin,2012,26,6-190,CLE,NFL,13,13,1,0,0,7
335,DeMeco Ryans,2012,28,2-33,PHI,NFL,16,16,1,0,0,7
336,Asante Samuel,2012,31,4-120,ATL,NFL,15,15,1,0,0,7
337,Mitchell Schwartz,2012,23,2-37,CLE,NFL,16,16,1,0,0,7
338,Cecil Shorts,2012,25,4-114,JAX,NFL,14,9,1,0,0,7
339,Alex Smith,2012,28,1-1,SFO,NFL,10,9,1,0,0,7
340,Andre Smith,2012,25,1-6,CIN,NFL,16,16,1,0,0,7
341,Harrison Smith,2012,23,1-29,MIN,NFL,16,16,1,0,0,7
342,Sean Smith,2012,25,2-61,MIA,NFL,16,16,1,0,0,7
343,Takeo Spikes,2012,36,1-13,SDG,NFL,16,16,1,0,0,7
344,Darren Sproles,2012,29,4-130,NOR,NFL,13,6,1,0,0,7
345,Max Starks,2012,30,3-75,PIT,NFL,16,16,1,0,0,7
346,Daniel Te'o-Nesheim,2012,26,3-86,TAM,NFL,16,14,1,0,0,7
347,Stephen Tulloch,2012,27,4-116,DET,NFL,16,16,1,0,0,7
348,Robert Turner,2012,28,,STL,NFL,16,16,1,0,0,7
349,Kyle Vanden Bosch,2012,34,2-34,DET,NFL,16,16,1,0,0,7
350,Louis Vasquez,2012,25,3-78,SDG,NFL,16,16,1,0,0,7
351,Fernando Velasco,2012,27,,TEN,NFL,16,16,1,0,0,7
352,Jared Veldheer,2012,25,3-69,OAK,NFL,16,16,1,0,0,7
353,Michael Vick,2012,32,1-1,PHI,NFL,10,10,1,0,0,7
354,Kevin Vickerson,2012,29,7-216,DEN,NFL,16,14,1,0,0,7
355,Mike Wallace,2012,26,3-84,PIT,NFL,15,14,1,0,0,7
