Rank,Player,Year,Age,Draft,Team,League,Games Played,Games Started,Years,Pro-Bowl Selections,First-Team All-Pro Selections,Approximate Value
72,Daunte Culpepper,2001,24,1-11,MIN,NFL,11,11,1,0,0,11
73,Phillip Daniels,2001,28,4-99,CHI,NFL,16,16,1,0,0,11
74,Doug Flutie,2001,39,11-285,SDG,NFL,16,16,1,0,0,11
75,Brian Griese,2001,26,3-91,DEN,NFL,15,15,1,0,0,11
76,Vonnie Holliday,2001,26,1-19,GNB,NFL,16,16,1,0,0,11
77,Ty Law,2001,27,1-23,NWE,NFL,16,16,1,1,0,11
78,Bruce Matthews,2001,40,1-9,TEN,NFL,16,16,1,1,0,11
79,Randy Moss,2001,24,1-21,MIN,NFL,16,16,1,0,0,11
80,Deltha O'Neal,2001,24,1-15,DEN,NFL,16,16,1,1,0,11
81,Jonathan Ogden,2001,27,1-4,BAL,NFL,16,16,1,1,0,11
82,Trevor Pryce,2001,26,1-28,DEN,NFL,16,16,1,1,0,11
83,Gary Walker,2001,28,5-159,JAX,NFL,16,16,1,1,0,11
84,Hines Ward,2001,25,3-92,PIT,NFL,16,16,1,1,0,11
85,Rod Woodson,2001,36,1-10,BAL,NFL,16,16,1,1,0,11
86,Sam Adams,2001,28,1-8,BAL,NFL,14,14,1,1,0,10
87,Champ Bailey,2001,23,1-7,WAS,NFL,16,16,1,1,0,10
88,Matt Birk,2001,25,6-173,MIN,NFL,16,16,1,1,0,10
89,Plaxico Burress,2001,24,1-8,PIT,NFL,16,16,1,0,0,10
90,Mike Caldwell,2001,30,3-83,PHI,NFL,16,16,1,0,0,10
91,Chris Chandler,2001,36,3-76,ATL,NFL,14,14,1,0,0,10
92,Dexter Coakley,2001,29,3-65,DAL,NFL,15,15,1,1,0,10
93,Laveranues Coles,2001,24,3-78,NYJ,NFL,16,16,1,0,0,10
94,Kerry Collins,2001,29,1-5,NYG,NFL,16,16,1,0,0,10
95,Rosevelt Colvin,2001,24,4-111,CHI,NFL,16,13,1,0,0,10
96,Curtis Conway,2001,30,1-7,SDG,NFL,16,16,1,0,0,10
97,Stephen Davis,2001,27,4-102,WAS,NFL,16,16,1,0,0,10
98,Derrick Deese,2001,31,,SFO,NFL,16,16,1,0,0,10
99,Dave Fiore,2001,27,,SFO,NFL,16,16,1,0,0,10
100,Tarik Glenn,2001,25,1-19,IND,NFL,16,16,1,0,0,10
101,Scott Gragg,2001,29,2-54,SFO,NFL,16,16,1,0,0,10
102,Bernardo Harris,2001,30,,GNB,NFL,16,16,1,0,0,10
103,Warrick Holdman,2001,26,4-106,CHI,NFL,16,15,1,0,0,10
104,Earl Holmes,2001,28,4-126,PIT,NFL,16,16,1,0,0,10
105,Willie Jackson,2001,30,4-109,NOR,NFL,16,16,1,0,0,10
106,Olin Kreutz,2001,24,3-64,CHI,NFL,16,16,1,1,0,10
107,Sam Madison,2001,27,2-44,MIA,NFL,13,13,1,1,0,10
108,Derrick Mason,2001,27,4-98,TEN,NFL,15,15,1,0,0,10
109,Keenan McCardell,2001,31,12-326,JAX,NFL,16,16,1,0,0,10
110,Andy McCollum,2001,31,,STL,NFL,16,16,1,0,0,10
111,Ryan McNeil,2001,31,2-33,SDG,NFL,16,16,1,1,0,10
112,Roman Phifer,2001,33,2-31,NWE,NFL,16,16,1,0,0,10
113,Anthony Pleasant,2001,33,3-73,NWE,NFL,16,16,1,0,0,10
114,John Randle,2001,34,,SEA,NFL,15,14,1,1,0,10
115,Bryan Robinson,2001,27,,CHI,NFL,16,16,1,0,0,10
116,Jeff Saturday,2001,26,,IND,NFL,16,16,1,0,0,10
117,Bill Schroeder,2001,30,6-181,GNB,NFL,14,14,1,0,0,10
118,Junior Seau,2001,32,1-5,SDG,NFL,16,16,1,1,0,10
119,Darren Sharper,2001,26,2-60,GNB,NFL,16,16,1,0,0,10
120,Jamie Sharper,2001,27,2-34,BAL,NFL,16,16,1,0,0,10
121,Will Shields,2001,30,3-74,KAN,NFL,16,16,1,1,0,10
122,Corey Simon,2001,24,1-6,PHI,NFL,16,16,1,0,0,10
123,Duce Staley,2001,26,3-71,PHI,NFL,13,10,1,0,0,10
124,Vinny Testaverde,2001,38,1-1,NYJ,NFL,16,16,1,0,0,10
125,Anthony Thomas,2001,24,2-38,CHI,NFL,14,10,1,0,0,10
126,LaDainian Tomlinson,2001,22,1-5,SDG,NFL,16,16,1,0,0,10
127,Tyrone Williams,2001,28,3-93,GNB,NFL,16,16,1,0,0,10
128,Brent Alexander,2001,30,,PIT,NFL,16,16,1,0,0,9
129,Joe Andruzzi,2001,26,,NWE,NFL,16,16,1,0,0,9
130,Jessie Armstead,2001,31,8-207,NYG,NFL,16,16,1,1,0,9
131,Tiki Barber,2001,26,2-36,NYG,NFL,14,9,1,0,0,9
132,Peter Boulware,2001,27,1-4,BAL,NFL,16,14,1,0,0,9
133,Zack Bronson,2001,27,,SFO,NFL,16,16,1,0,0,9
134,Keith Brooking,2001,26,1-12,ATL,NFL,16,16,1,1,0,9
135,Mike Compton,2001,31,3-68,NWE,NFL,16,16,1,0,0,9
136,Tim Couch,2001,24,1-1,CLE,NFL,16,16,1,0,0,9
137,Na'il Diggs,2001,23,4-98,GNB,NFL,16,16,1,0,0,9
138,Warrick Dunn,2001,26,1-12,TAM,NFL,13,12,1,0,0,9
139,Carlos Emmons,2001,28,7-242,PHI,NFL,16,15,1,0,0,9
140,Mike Flanagan,2001,28,3-90,GNB,NFL,16,16,1,0,0,9
141,London Fletcher,2001,26,,STL,NFL,16,16,1,0,0,9
142,Jerry Fontenot,2001,35,3-65,NOR,NFL,16,16,1,0,0,9
143,Antonio Freeman,2001,29,3-90,GNB,NFL,16,16,1,0,0,9
144,Tony Gonzalez,2001,25,1-13,KAN,NFL,16,16,1,1,1,9
145,Bobby Hamilton,2001,30,,NWE,NFL,16,15,1,0,0,9
146,Corey Harris,2001,32,3-77,BAL,NFL,16,16,1,0,0,9
147,Qadry Ismail,2001,31,2-52,BAL,NFL,16,15,1,0,0,9
148,Darrell Jackson,2001,23,3-80,SEA,NFL,16,16,1,0,0,9
149,Kevin Johnson,2001,25,2-32,CLE,NFL,16,16,1,0,0,9
150,Sammy Knight,2001,26,,NOR,NFL,16,16,1,1,0,9
151,Kenard Lang,2001,26,1-17,WAS,NFL,16,16,1,0,0,9
152,John Lynch,2001,30,3-82,TAM,NFL,16,16,1,1,0,9
153,Mike McKenzie,2001,25,3-87,GNB,NFL,16,16,1,0,0,9
154,Adam Meadows,2001,27,2-48,IND,NFL,15,15,1,0,0,9
155,Lawyer Milloy,2001,28,2-36,NWE,NFL,16,16,1,1,0,9
156,Chris Naeole,2001,27,1-10,NOR,NFL,16,16,1,0,0,9
157,Tom Nutten,2001,30,7-221,STL,NFL,15,14,1,0,0,9
158,David Patten,2001,27,,NWE,NFL,16,14,1,0,0,9
159,Joey Porter,2001,24,3-73,PIT,NFL,15,15,1,0,0,9
160,Greg Randall,2001,23,4-127,NWE,NFL,16,16,1,0,0,9
161,Marco Rivera,2001,29,6-208,GNB,NFL,16,16,1,0,0,9
162,Dwayne Rudd,2001,25,1-20,CLE,NFL,16,16,1,0,0,9
163,Chris Samuels,2001,24,1-3,WAS,NFL,16,16,1,1,0,9
164,Chad Scott,2001,27,1-24,PIT,NFL,15,15,1,0,0,9
165,Aaron Smith,2001,25,4-109,PIT,NFL,16,16,1,0,0,9
166,Ron Stone,2001,30,4-96,NYG,NFL,15,15,1,1,0,9
167,Mark Tauscher,2001,24,7-224,GNB,NFL,16,16,1,0,0,9
168,Hollis Thomas,2001,27,,PHI,NFL,14,14,1,0,0,9
169,Tra Thomas,2001,27,1-11,PHI,NFL,15,15,1,1,0,9
170,Keith Traylor,2001,32,3-61,CHI,NFL,16,15,1,0,0,9
171,Ryan Tucker,2001,26,4-112,STL,NFL,15,15,1,0,0,9
172,Kyle Turley,2001,26,1-7,NOR,NFL,16,16,1,0,0,9
173,Kimo von Oelhoffen,2001,30,6-162,PIT,NFL,15,15,1,0,0,9
174,Mike Wahle,2001,24,2-1,GNB,NFL,16,16,1,0,0,9
175,Gerard Warren,2001,23,1-3,CLE,NFL,15,15,1,0,0,9
176,Nate Wayne,2001,26,7-219,GNB,NFL,12,12,1,0,0,9
177,Al Wilson,2001,24,1-31,DEN,NFL,16,16,1,1,0,9
178,Steve Wisniewski,2001,34,2-29,OAK,NFL,16,16,1,0,0,9
179,Grant Wistrom,2001,25,1-6,STL,NFL,15,15,1,0,0,9
180,Charles Woodson,2001,25,1-4,OAK,NFL,16,15,1,1,0,9
181,Chidi Ahanotu,2001,31,6-145,STL,NFL,16,16,1,0,0,8
182,Mike Alstott,2001,28,2-35,TAM,NFL,16,16,1,1,0,8
183,Tony Banks,2001,28,2-42,WAS,NFL,15,14,1,0,0,8
184,Kevan Barlow,2001,22,3-80,SFO,NFL,15,0,1,0,0,8
185,Micheal Barrow,2001,31,2-47,NYG,NFL,16,16,1,0,0,8
186,Jerome Bettis,2001,29,1-10,PIT,NFL,11,11,1,1,0,8
187,Greg Biekert,2001,32,7-181,OAK,NFL,16,16,1,0,0,8
188,Chad Brown,2001,31,2-44,SEA,NFL,16,16,1,0,0,8
189,Ruben Brown,2001,29,1-14,BUF,NFL,16,16,1,1,0,8
190,Andre Carter,2001,22,1-7,SFO,NFL,15,15,1,0,0,8
191,Cris Carter,2001,36,4-3,MIN,NFL,16,16,1,0,0,8
192,Chris Chambers,2001,23,2-52,MIA,NFL,16,7,1,0,0,8
193,Wayne Chrebet,2001,28,,NYJ,NFL,15,15,1,0,0,8
194,Cosey Coleman,2001,23,2-51,TAM,NFL,16,16,1,0,0,8
195,Corey Dillon,2001,27,2-43,CIN,NFL,16,16,1,1,0,8
196,Chad Eaton,2001,29,7-241,SEA,NFL,16,16,1,0,0,8
197,Donnie Edwards,2001,28,4-98,KAN,NFL,16,16,1,0,0,8
198,Greg Ellis,2001,26,1-8,DAL,NFL,16,16,1,0,0,8
199,Doug Evans,2001,31,6-141,CAR,NFL,16,16,1,0,0,8
200,James Farrior,2001,26,1-8,NYJ,NFL,16,16,1,0,0,8
201,Spencer Folau,2001,28,,MIA,NFL,16,15,1,0,0,8
202,Oliver Gibson,2001,29,4-120,CIN,NFL,16,16,1,0,0,8
203,DeMingo Graham,2001,28,,SDG,NFL,16,16,1,0,0,8
204,Elvis Grbac,2001,31,8-219,BAL,NFL,14,14,1,0,0,8
205,Victor Green,2001,32,,NYJ,NFL,16,16,1,0,0,8
206,Cornelius Griffin,2001,25,2-42,NYG,NFL,16,16,1,0,0,8
207,Rodney Harrison,2001,29,5-145,SDG,NFL,14,14,1,1,0,8
208,Kenny Holmes,2001,28,1-18,NYG,NFL,16,16,1,0,0,8
209,Grady Jackson,2001,28,6-193,OAK,NFL,16,16,1,0,0,8
210,Kendyl Jacox,2001,26,,SDG,NFL,16,16,1,0,0,8
211,Raylee Johnson,2001,31,4-95,SDG,NFL,16,16,1,0,0,8
212,Marvin Jones,2001,29,1-4,NYJ,NFL,16,16,1,0,0,8
213,Jevon Kearse,2001,25,1-16,TEN,NFL,16,16,1,1,0,8
214,Kwamie Lassiter,2001,32,,ARI,NFL,16,16,1,0,0,8
215,Matt Lepsis,2001,27,,DEN,NFL,16,16,1,0,0,8
216,Mo Lewis,2001,32,3-63,NYJ,NFL,16,16,1,0,0,8
217,Chris Liwienski,2001,26,7-207,MIN,NFL,16,16,1,0,0,8
218,Dexter McCleon,2001,28,2-40,STL,NFL,16,16,1,0,0,8
219,Todd McClure,2001,24,7-237,ATL,NFL,15,15,1,0,0,8
220,Randall McDaniel,2001,37,1-19,TAM,NFL,16,16,1,0,0,8
221,Damion McIntosh,2001,24,3-83,SDG,NFL,15,14,1,0,0,8
222,Steve McKinney,2001,26,4-93,IND,NFL,14,14,1,0,0,8
223,Ronald McKinnon,2001,28,,ARI,NFL,16,16,1,0,0,8
224,R.W. McQuarters,2001,25,1-28,CHI,NFL,16,16,1,0,0,8
225,Fred Miller,2001,28,5-141,TEN,NFL,16,16,1,0,0,8
226,John Mobley,2001,28,1-15,DEN,NFL,16,16,1,0,0,8
227,Damon Moore,2001,25,4-128,PHI,NFL,16,16,1,0,0,8
228,Johnnie Morton,2001,30,1-21,DET,NFL,16,16,1,0,0,8
229,Michael Myers,2001,25,4-100,DAL,NFL,16,16,1,0,0,8
230,Tom Nalen,2001,30,7-218,DEN,NFL,16,16,1,0,0,8
231,Dan Neil,2001,28,3-67,DEN,NFL,15,15,1,0,0,8
232,Hardy Nickerson,2001,36,5-122,JAX,NFL,15,14,1,0,0,8
233,Benji Olson,2001,26,5-139,TEN,NFL,16,16,1,0,0,8
234,Vaughn Parker,2001,30,2-63,SDG,NFL,16,16,1,0,0,8
235,John Parrella,2001,32,2-55,SDG,NFL,16,16,1,0,0,8
236,Tony Parrish,2001,26,2-35,CHI,NFL,16,16,1,0,0,8
237,Seth Payne,2001,26,4-114,JAX,NFL,16,16,1,0,0,8
238,Todd Perry,2001,31,4-97,MIA,NFL,16,16,1,0,0,8
239,Ahmed Plummer,2001,25,1-24,SFO,NFL,15,15,1,0,0,8
240,Robert Porcher,2001,32,1-26,DET,NFL,16,16,1,1,0,8
241,Simeon Rice,2001,27,1-3,TAM,NFL,16,16,1,0,0,8
242,Raleigh Roundtree,2001,26,4-109,SDG,NFL,16,16,1,0,0,8
243,Mike Rucker,2001,26,2-38,CAR,NFL,16,16,1,0,0,8
244,Tim Ruddy,2001,29,2-65,MIA,NFL,15,15,1,0,0,8
245,Jon Runyan,2001,28,4-109,PHI,NFL,16,16,1,0,0,8
246,Ephraim Salaam,2001,25,7-199,ATL,NFL,14,13,1,0,0,8
247,Lance Schulters,2001,26,4-119,SFO,NFL,16,16,1,0,0,8
248,Anthony Simmons,2001,25,1-15,SEA,NFL,16,16,1,0,0,8
249,Brian Simmons,2001,26,1-17,CIN,NFL,16,16,1,0,0,8
250,Barry Sims,2001,27,,OAK,NFL,15,15,1,0,0,8
251,Derek Smith,2001,26,3-80,SFO,NFL,14,14,1,0,0,8
252,Marvel Smith,2001,23,2-38,PIT,NFL,16,16,1,0,0,8
253,Otis Smith,2001,36,,NWE,NFL,15,15,1,0,0,8
254,Takeo Spikes,2001,25,1-13,CIN,NFL,15,15,1,0,0,8
255,Duane Starks,2001,27,1-10,BAL,NFL,15,15,1,0,0,8
256,J.J. Stokes,2001,29,1-10,SFO,NFL,16,16,1,0,0,8
257,Trey Teague,2001,27,7-200,DEN,NFL,16,16,1,0,0,8
258,William Thomas,2001,33,4-104,OAK,NFL,16,15,1,0,0,8
259,James Thrash,2001,26,,PHI,NFL,15,15,1,0,0,8
260,Reggie Tongue,2001,28,2-58,SEA,NFL,16,16,1,0,0,8
261,Amani Toomer,2001,27,2-34,NYG,NFL,16,14,1,0,0,8
262,Adam Treu,2001,27,3-72,OAK,NFL,16,14,1,0,0,8
263,Todd Wade,2001,25,2-53,MIA,NFL,15,15,1,0,0,8
264,Kenyatta Walker,2001,22,1-14,TAM,NFL,16,16,1,0,0,8
265,Dewayne Washington,2001,29,1-18,PIT,NFL,16,16,1,0,0,8
266,Bob Whitfield,2001,30,1-8,ATL,NFL,16,16,1,0,0,8
267,Brandon Whiting,2001,25,4-112,PHI,NFL,13,12,1,0,0,8
268,Dan Wilkinson,2001,28,1-1,WAS,NFL,16,16,1,0,0,8
269,Wally Williams,2001,30,,NOR,NFL,15,15,1,0,0,8
270,Damien Woody,2001,24,1-17,NWE,NFL,16,15,1,0,0,8
271,Jerry Wunsch,2001,27,2-37,TAM,NFL,16,16,1,0,0,8
272,Renaldo Wynn,2001,27,1-21,JAX,NFL,16,16,1,0,0,8
273,Brian Young,2001,24,5-139,STL,NFL,16,16,1,0,0,8
274,Jeff Backus,2001,24,1-18,DET,NFL,16,16,1,0,0,7
275,Eric Beverly,2001,27,,DET,NFL,16,16,1,0,0,7
276,Tim Bowens,2001,28,1-20,MIA,NFL,15,15,1,0,0,7
277,Tony Brackens,2001,27,2-33,JAX,NFL,12,12,1,0,0,7
278,Blake Brockermeyer,2001,28,1-29,CHI,NFL,16,16,1,0,0,7
279,Lomas Brown,2001,38,1-6,NYG,NFL,16,16,1,0,0,7
280,Tedy Bruschi,2001,28,3-86,NWE,NFL,15,9,1,0,0,7
281,Tony Bryant,2001,25,2-40,OAK,NFL,16,16,1,0,0,7
282,Rob Burnett,2001,34,5-129,BAL,NFL,13,13,1,0,0,7
283,Roger Chanoine,2001,25,,CLE,NFL,16,16,1,0,0,7
284,Jeff Christy,2001,32,4-91,TAM,NFL,15,15,1,0,0,7
285,Anthony Clement,2001,25,2-36,ARI,NFL,16,16,1,0,0,7
286,Duane Clemons,2001,27,1-16,KAN,NFL,16,15,1,0,0,7
287,Chad Clifton,2001,25,2-44,GNB,NFL,14,13,1,0,0,7
288,Marcus Coleman,2001,27,5-133,NYJ,NFL,16,15,1,0,0,7
289,Leonard Davis,2001,23,1-2,ARI,NFL,16,16,1,0,0,7
290,Russell Davis,2001,26,2-48,ARI,NFL,16,16,1,0,0,7
291,David Dixon,2001,32,9-232,MIN,NFL,15,14,1,0,0,7
292,Gerald Dixon,2001,32,3-78,SDG,NFL,16,15,1,0,0,7
293,Anthony Dorsett,2001,28,6-177,OAK,NFL,16,16,1,0,0,7
294,Santana Dotson,2001,32,5-132,GNB,NFL,16,13,1,0,0,7
295,Jamie Duncan,2001,26,3-84,TAM,NFL,15,15,1,0,0,7
296,Kevin Dyson,2001,26,1-16,TEN,NFL,16,16,1,0,0,7
297,Mario Edwards,2001,26,6-180,DAL,NFL,16,15,1,0,0,7
298,Shaun Ellis,2001,24,1-12,NYJ,NFL,16,15,1,0,0,7
299,John Engelberger,2001,25,2-35,SFO,NFL,15,14,1,0,0,7
300,Josh Evans,2001,29,,TEN,NFL,16,16,1,0,0,7
301,Jason Fabini,2001,27,4-111,NYJ,NFL,16,16,1,0,0,7
302,Lee Flowers,2001,28,5-151,PIT,NFL,15,15,1,0,0,7
303,Mike Flynn,2001,27,,BAL,NFL,16,16,1,0,0,7
304,Hank Fraley,2001,24,,PHI,NFL,16,15,1,0,0,7
305,Rob Fredrickson,2001,30,1-22,ARI,NFL,15,15,1,0,0,7
306,Lennie Friedman,2001,25,2-61,DEN,NFL,15,14,1,0,0,7
307,Oronde Gadsden,2001,30,,MIA,NFL,14,14,1,0,0,7
308,Wayne Gandy,2001,30,1-15,PIT,NFL,15,15,1,0,0,7
309,Aaron Glenn,2001,29,1-12,NYJ,NFL,13,12,1,0,0,7
310,La'Roi Glover,2001,27,5-166,NOR,NFL,16,16,1,1,0,7
311,Jeff Graham,2001,32,2-46,SDG,NFL,14,11,1,0,0,7
312,Deon Grant,2001,22,2-57,CAR,NFL,16,16,1,0,0,7
313,Chris Gray,2001,31,5-132,SEA,NFL,16,16,1,0,0,7
314,Mike Gruttadauria,2001,29,,ARI,NFL,15,15,1,0,0,7
315,Walt Harris,2001,27,1-13,CHI,NFL,15,14,1,0,0,7
316,Matt Hasselbeck,2001,26,6-187,SEA,NFL,13,12,1,0,0,7
317,Eric Hicks,2001,25,,KAN,NFL,16,16,1,0,0,7
318,Brad Hopkins,2001,31,1-13,TEN,NFL,14,14,1,0,0,7
319,Steve Hutchinson,2001,24,1-17,SEA,NFL,16,16,1,0,0,7
320,Rocket Ismail,2001,32,4-100,DAL,NFL,14,13,1,0,0,7
321,Edgerrin James,2001,23,1-4,IND,NFL,6,6,1,0,0,7
322,Jon Jansen,2001,25,2-37,WAS,NFL,16,16,1,0,0,7
323,Kerry Jenkins,2001,28,,NYJ,NFL,16,16,1,0,0,7
324,Patrick Kerney,2001,25,1-30,ATL,NFL,16,16,1,0,0,7
325,Levon Kirkland,2001,32,2-38,SEA,NFL,16,16,1,0,0,7
326,Matt Light,2001,23,2-48,NWE,NFL,14,12,1,0,0,7
327,Stacey Mack,2001,26,,JAX,NFL,16,11,1,0,0,7
328,Brock Marion,2001,31,7-196,MIA,NFL,15,15,1,0,0,7
329,Steve Martin,2001,27,5-151,NYJ,NFL,16,15,1,0,0,7
330,Jermane Mayberry,2001,28,1-25,PHI,NFL,16,15,1,0,0,7
331,Chris McAlister,2001,24,1-10,BAL,NFL,16,16,1,0,0,7
332,Michael McCrary,2001,31,7-170,BAL,NFL,10,10,1,0,0,7
333,Chester McGlockton,2001,32,1-16,DEN,NFL,16,16,1,0,0,7
334,James McKnight,2001,29,,MIA,NFL,16,15,1,0,0,7
335,Jim Miller,2001,30,6-178,CHI,NFL,14,13,1,0,0,7
336,Kenny Mixon,2001,26,2-49,MIA,NFL,16,16,1,0,0,7
337,Larry Moore,2001,26,,IND,NFL,16,11,1,0,0,7
338,Eric Moulds,2001,28,1-24,BUF,NFL,16,16,1,0,0,7
339,Dat Nguyen,2001,26,3-85,DAL,NFL,16,16,1,0,0,7
340,Brandon Noble,2001,27,,DAL,NFL,16,16,1,0,0,7
341,Glenn Parker,2001,35,3-69,NYG,NFL,15,15,1,0,0,7
342,Marvcus Patton,2001,34,8-208,KAN,NFL,16,15,1,0,0,7
343,Julian Peterson,2001,23,1-16,SFO,NFL,14,14,1,0,0,7
344,Luke Petitgout,2001,25,1-19,NYG,NFL,16,16,1,0,0,7
345,Michael Pittman,2001,26,4-95,ARI,NFL,15,14,1,0,0,7
346,Marcus Pollard,2001,29,,IND,NFL,16,16,1,0,0,7
347,Peerless Price,2001,25,2-53,BUF,NFL,16,16,1,0,0,7
348,Ricky Proehl,2001,33,3-58,STL,NFL,16,2,1,0,0,7
349,Shelton Quarles,2001,30,,TAM,NFL,16,16,1,0,0,7
350,Wali Rainer,2001,24,4-124,CLE,NFL,14,13,1,0,0,7
351,Derrick Ransom,2001,25,6-181,KAN,NFL,16,16,1,0,0,7
352,Cory Raymer,2001,28,2-37,WAS,NFL,16,16,1,0,0,7
353,Bill Romanowski,2001,35,3-80,DEN,NFL,16,16,1,0,0,7
354,Talance Sawyer,2001,25,6-185,MIN,NFL,16,16,1,0,0,7
355,Shannon Sharpe,2001,33,7-192,BAL,NFL,16,15,1,1,0,7
356,L.J. Shelton,2001,25,1-21,ARI,NFL,16,16,1,0,0,7
